 pickup_longitude, pickup_latitude
-73.948418,40.72459
-73.997414,40.736156
-73.967171,40.764236
-73.789757,40.646526
-73.99955,40.731152
-73.993698,40.736946
-74.006058,40.739925
-73.874245,40.773739
-74.004868,40.751656
-73.95546,40.787731
-73.992805,40.741417
-73.951843,40.773678
-74.003517,40.732494
-73.985153,40.719158
-73.981865,40.775318
-74.004601,40.740673
-73.999512,40.728336
-74.004852,40.746834
-74.009186,40.713356
-73.971107,40.762836
-73.969048,40.79076
-73.871056,40.773521
-73.962936,40.769436
-73.995872,40.738789
-73.975128,40.789974
-73.98349,40.766018
-73.992271,40.749367
-73.936447,40.817516
-73.999428,40.712158
-74.000824,40.737251
-73.95256,40.714298
-74.002014,40.750805
-73.977303,40.779507
-73.961273,40.774784
-73.977219,40.749634
-73.963303,40.798477
0.0,0.0
-73.991104,40.750191
-73.982285,40.757618
-74.010765,40.716282
-73.969238,40.797966
-73.956001,40.776157
-73.998383,40.724606
-73.996078,40.73214
-73.976303,40.785854
-73.956703,40.717289
-73.953636,40.771008
0.0,0.0
-73.974319,40.763157
-73.998672,40.734123
-73.959862,40.813721
-73.871223,40.773987
-73.978676,40.75016
-73.98938,40.720375
-73.999496,40.743977
-73.988152,40.71841
-73.981667,40.75695
-73.985504,40.727238
-73.988998,40.730885
-73.970818,40.796089
-74.012184,40.701618
-73.97998,40.770767
-73.997475,40.726013
-73.985825,40.726784
-74.00071,40.74646
-73.994003,40.744415
-73.996529,40.753227
-73.789642,40.646881
-74.00386,40.742996
-73.98774,40.732708
-74.005791,40.726059
-73.986664,40.737751
-73.942314,40.784332
-73.957512,40.77383
-73.987297,40.750538
-73.971771,40.749722
-73.990807,40.736393
0.0,0.0
-73.991104,40.733974
-73.946663,40.788815
-73.963539,40.765739
-73.862709,40.769009
-73.974564,40.751968
-74.009377,40.715614
-73.994026,40.76152
-73.997482,40.736591
-73.98468,40.728516
-73.968803,40.760757
-73.870911,40.773762
-73.974632,40.756687
-73.987358,40.718475
-73.992668,40.749866
-73.972244,40.747395
-73.992088,40.738529
-73.986511,40.760921
-73.862785,40.769073
-73.975243,40.787754
-73.95488,40.773518
-73.954773,40.767281
-73.995094,40.749603
-74.001938,40.734943
-74.002548,40.750355
-73.984856,40.742077
-73.991493,40.739025
-73.947426,40.771328
-74.006035,40.739998
-73.980042,40.743061
-73.975227,40.729015
-73.98111,40.750305
-73.970306,40.760609
-73.967422,40.752476
-74.002106,40.717491
-73.98867,40.731174
-73.922653,40.760658
-73.874458,40.774006
-73.96843,40.761654
-73.9991,40.739365
-73.993156,40.74139
-73.983215,40.738621
-74.000084,40.734871
-74.006607,40.744419
-73.973167,40.790333
-73.983047,40.756145
-73.954124,40.801174
-73.969276,40.762691
-73.968018,40.755379
-73.963295,40.765705
-73.954147,40.764011
-73.958397,40.774818
-73.995399,40.759674
-74.004494,40.742313
-73.939545,40.809425
-73.963417,40.777397
-73.942406,40.797588
-73.93972,40.794437
-73.977303,40.763905
-73.992599,40.737869
-73.981377,40.780338
-74.006927,40.73011
-73.989571,40.691055
-73.98661,40.762375
-73.985207,40.741669
-73.991165,40.741402
-73.976128,40.759743
-73.975662,40.782078
0.0,0.0
-73.953133,40.767757
0.0,0.0
-73.986206,40.747482
-73.954071,40.772991
-74.005028,40.721741
-73.999886,40.734573
-74.001945,40.750961
-73.985245,40.747578
-73.989655,40.725983
-73.996689,40.737522
-73.991692,40.715103
-73.997009,40.737503
-73.982178,40.746067
-73.95517,40.780128
-73.973534,40.672798
-73.9823,40.756252
-73.967201,40.764404
-73.976212,40.744759
-73.968178,40.759022
-74.006821,40.735588
-73.948082,40.795605
-73.947678,40.776024
-73.985031,40.728092
-73.981239,40.725109
-73.994301,40.746552
-73.980583,40.765743
0.0,0.0
-73.943459,40.776844
-73.964981,40.759167
-73.951988,40.790203
-73.982803,40.739338
-73.989265,40.75272
-73.953041,40.780209
-73.922691,40.706543
-73.961502,40.780128
-73.994469,40.750694
-73.962517,40.758911
-73.984032,40.748604
-73.991379,40.750118
-73.802185,40.647392
-73.94529,40.813354
-73.870842,40.773754
-73.977783,40.752602
-73.973442,40.753159
-73.972855,40.79026
-73.966568,40.764236
-74.00753,40.725647
-73.984436,40.765209
-73.993683,40.747082
-73.990517,40.761276
-74.002602,40.749962
-74.001488,40.730827
-73.997932,40.750828
-73.974785,40.679939
-73.886009,40.743858
-73.982346,40.747494
-74.008179,40.711712
0.0,0.0
-73.950668,40.775192
-73.940941,40.808712
-73.994514,40.725986
-73.956001,40.772194
-73.974205,40.761791
-74.005531,40.706806
-73.997841,40.674656
-73.991524,40.751572
-74.00531,40.733334
-73.996742,40.722225
-73.977997,40.745667
-74.002449,40.728973
-73.987038,40.750355
-73.870903,40.773788
-73.976822,40.788353
-73.977478,40.749531
-73.874596,40.774113
-73.979294,40.765312
-73.969261,40.800812
-73.985207,40.752804
-73.979988,40.739056
-73.981163,40.741451
-74.011047,40.716282
-73.991516,40.722515
-73.978081,40.766403
-73.973511,40.747944
-73.992096,40.759037
-74.003067,40.734299
-73.994461,40.752655
-73.968109,40.76215
-73.97438,40.753696
-73.975204,40.792652
-73.958939,40.771374
-74.004593,40.747868
-73.985527,40.731747
-73.966911,40.804348
-73.980957,40.774628
-73.978439,40.736835
-73.992325,40.758572
-73.969025,40.758015
-73.98246,40.742496
-74.031639,40.753338
-73.969254,40.760651
-73.989456,40.74733
-73.988914,40.731258
-73.986351,40.734081
-73.936081,40.806236
-73.995178,40.72525
-73.980118,40.747517
-73.99559,40.763802
-73.975304,40.762405
-73.987915,40.732056
-73.978355,40.766548
-73.987709,40.721302
-73.963394,40.758553
-74.000137,40.728607
-73.983284,40.755268
-73.981514,40.732788
-73.948822,40.776615
-74.005928,40.745197
-74.131477,40.796204
-748.0,40.73473
-73.994461,40.74942
-73.983727,40.746578
-73.95681,40.768276
-74.011642,40.704304
-73.948608,40.777794
-73.980591,40.733994
-74.002594,40.739677
-73.988365,40.723415
-73.979324,40.76693
-73.969254,40.798603
-73.870834,40.773746
-74.003853,40.722443
0.0,0.0
-73.965927,40.773933
-73.988014,40.722549
-74.004555,40.742214
-74.001297,40.722588
-73.992828,40.763157
-73.986076,40.777283
-73.961868,40.805454
-73.999359,40.729961
-73.98481,40.769199
-73.975769,40.740623
-73.985306,40.747402
-73.978134,40.729538
-73.986687,40.743065
-73.980766,40.774822
-73.981148,40.759293
-73.99408,40.761303
-73.870872,40.773773
-73.999054,40.724907
-73.977554,40.684387
-73.98555,40.744267
-73.940331,40.806232
0.0,0.0
-73.95536,40.707478
-74.007828,40.716389
-73.98037,40.751488
-73.874496,40.773998
-73.874702,40.773972
-73.981689,40.767757
-73.989868,40.749805
-73.992516,40.749207
-73.988785,40.731136
-73.788742,40.647045
-73.98204,40.740433
-73.982803,40.769287
-73.9785,40.741268
-73.9496,40.781376
-73.990479,40.740383
-73.995102,40.725163
-73.983513,40.780872
-73.978973,40.761898
-73.990746,40.724514
-74.007256,40.715416
-73.991249,40.760807
-73.997597,40.761192
-73.981125,40.729328
-73.979591,40.765678
-73.982407,40.756714
-73.983795,40.746624
-73.992516,40.75882
-73.985161,40.763573
-73.985916,40.752121
-73.989838,40.752171
-73.957359,40.717606
-74.005264,40.737198
-73.988251,40.723076
-73.992043,40.749908
-73.975204,40.763073
-73.968742,40.754436
-73.995041,40.739273
-73.983849,40.746597
-73.923241,40.743923
-73.980507,40.782951
0.0,0.0
-73.986366,40.762527
-73.954636,40.769855
-73.972633,40.78595
-73.985634,40.762924
-73.986725,40.759766
-73.938896,40.799377
-74.002335,40.734474
-73.9394,40.706982
-73.95295,40.822609
-74.005379,40.738846
-73.990532,40.7141
-73.995979,40.753674
-73.994118,40.751122
-73.953873,40.770855
-73.986069,40.738514
-74.002983,40.73996
-73.929848,40.812569
-73.994278,40.750965
-73.978485,40.684101
-73.952126,40.769512
-73.990685,40.76091
-73.964203,40.760525
-73.994339,40.756035
-73.988266,40.720032
-73.946915,40.776085
-73.96862,40.765656
-73.78183,40.64481
-74.002586,40.733368
-73.975235,40.750511
-73.872971,40.774052
-73.982079,40.776276
-73.981911,40.757408
-74.007469,40.743217
-73.967804,40.802456
-73.982056,40.778522
-73.969864,40.761044
-73.789864,40.646889
-73.974442,40.783428
-73.967255,40.756844
-73.988281,40.71999
-74.006714,40.741455
-73.98671,40.722286
-73.984306,40.732906
-73.978203,40.763084
-73.984558,40.771477
-73.982277,40.782883
-73.981911,40.728302
-74.001366,40.727543
-73.949036,40.797173
-73.978409,40.766453
-73.988091,40.745728
-73.972969,40.763554
-73.982445,40.771576
-73.974716,40.783085
-73.987801,40.779388
-73.989311,40.72337
-74.010056,40.720474
-74.004509,40.747917
-73.981712,40.768078
-73.967484,40.765163
-73.980652,40.76321
-73.959259,40.763428
-73.967163,40.760315
-73.998024,40.756283
-73.982452,40.723228
-73.967644,40.800491
-73.959343,40.767544
-73.970955,40.751488
-73.977234,40.776951
-73.970581,40.756001
-73.777328,40.644798
-73.963051,40.719151
-73.969856,40.7896
-73.973785,40.792095
-73.983246,40.756542
-73.989624,40.729809
-73.979774,40.75227
-73.953743,40.775402
-73.96759,40.765221
-73.983139,40.781555
-73.983444,40.757034
-73.987785,40.721172
-73.981796,40.772797
-73.984612,40.742542
-73.979286,40.760246
-73.989738,40.738533
-73.964378,40.760662
-73.980865,40.753712
-73.974579,40.750294
-73.987755,40.732826
-73.972389,40.786587
-73.994987,40.749954
-73.94178,40.807095
-73.981232,40.753632
-73.980415,40.754459
-73.9869,40.719612
-73.949341,40.777046
-73.962486,40.710075
-73.984528,40.754269
-73.98307,40.75663
-73.916916,40.837025
-73.954018,40.7705
-73.972641,40.764797
-73.99015,40.725735
-73.987427,40.765659
-74.005569,40.741127
-73.973366,40.786961
-73.994392,40.755852
-73.990341,40.740463
-73.969498,40.7663
-73.988396,40.738834
-73.993958,40.751648
-73.965485,40.795647
-73.985214,40.739716
-73.991936,40.725704
-73.983093,40.766232
-73.988289,40.723366
-74.00499,40.740856
-73.99826,40.725018
-73.991669,40.759678
-73.958534,40.775566
-73.950523,40.779491
-73.991692,40.764763
-73.994438,40.737228
-73.993484,40.73856
-73.985542,40.744835
-73.972115,40.794491
-73.999763,40.730721
-73.980659,40.774769
-73.989639,40.738499
-73.976845,40.79026
-73.954712,40.77771
-73.959465,40.771729
-73.9804,40.738705
-73.987465,40.761379
-73.986511,40.722233
-73.971947,40.761269
-73.989677,40.772831
-73.986336,40.726307
-73.984467,40.732609
-73.960274,40.77319
-73.990913,40.730152
-73.985565,40.763298
-73.981735,40.756989
-74.001503,40.73946
-73.969856,40.799904
-73.971405,40.762142
0.0,0.0
-73.979233,40.776669
-73.993187,40.747242
-73.993446,40.7216
-73.969223,40.798401
-73.991821,40.733547
-73.976547,40.760288
-73.99501,40.743816
-73.776817,40.645329
-73.978287,40.75914
-73.987907,40.748501
-73.993073,40.758205
-73.873146,40.774334
-73.979027,40.762012
-73.978661,40.750584
-73.980591,40.774601
-73.974068,40.762512
-73.976692,40.739498
-73.975014,40.757423
-73.985176,40.744316
-73.99633,40.7444
-73.984612,40.764099
-73.953613,40.775318
-73.993317,40.747387
-73.96833,40.79694
-73.985268,40.763176
-73.984055,40.757275
-74.002747,40.739765
-73.994888,40.760345
-73.987038,40.771118
-74.004211,40.730389
-73.966858,40.804092
-73.97998,40.775833
-73.789429,40.647266
-74.003578,40.722622
-73.874481,40.774048
-73.998123,40.751518
0.0,0.0
-73.979851,40.770672
-73.96402,40.771091
-73.976471,40.76503
-74.002518,40.729053
-73.978752,40.761597
-73.982422,40.756779
-73.973564,40.784184
-73.976601,40.764671
-73.938271,40.712559
-74.01503,40.597214
-74.005135,40.748131
-74.006187,40.740246
-74.000252,40.730022
-74.005135,40.751419
-73.959381,40.713737
-73.949348,40.802296
-73.993324,40.721851
-73.981659,40.758743
-73.997116,40.733391
-73.980225,40.754433
-74.000435,40.727314
-73.971077,40.761971
-73.955765,40.714077
-73.954826,40.767406
-73.991234,40.723648
-73.978981,40.757179
-73.991539,40.750652
-73.99382,40.735195
-73.974586,40.750458
-73.973969,40.764687
-73.970886,40.755291
-73.97776,40.756981
-73.874413,40.774036
-74.00634,40.739681
-73.99379,40.720531
-73.955254,40.773399
-73.937805,40.804504
-73.974632,40.790722
-73.980415,40.785019
-73.949638,40.785297
-73.972099,40.755539
-73.9814,40.7752
-73.979706,40.748695
-73.944244,40.775745
-73.985268,40.744465
-73.99836,40.724586
-74.015915,40.711021
-73.986404,40.751762
-73.962608,40.710072
-73.984558,40.754314
-73.956947,40.766331
-73.98008,40.783756
-73.998184,40.719669
-73.95356,40.775272
-73.979469,40.735489
-73.972229,40.79821
-73.990372,40.742672
-73.968887,40.764027
-73.983078,40.766411
-74.000465,40.735523
-73.982079,40.772011
-73.98774,40.719891
-73.962418,40.772816
-73.951897,40.777538
-73.94278,40.797077
-73.955856,40.77216
-73.989487,40.730042
-73.96167,40.698193
-73.946732,40.772022
-73.956818,40.784142
-73.955376,40.776897
-73.987198,40.722351
-74.010033,40.712105
-73.983398,40.738457
-73.980103,40.751427
-73.987862,40.720039
-73.982399,40.732204
-74.001556,40.751411
-73.96846,40.791504
-73.999344,40.679947
-73.990692,40.736744
-73.99353,40.724468
-73.9767,40.764858
-73.950134,40.779823
-74.013901,40.728069
-73.954063,40.764008
-73.948936,40.776764
-73.78994,40.644226
-73.922142,40.743816
-73.990036,40.737057
-74.008911,40.713692
-73.978119,40.783428
-73.957985,40.713902
-73.986908,40.767559
-73.98584,40.728642
-73.953896,40.774895
0.0,0.0
-73.977425,40.749722
-73.945663,40.778023
-74.005035,40.719116
-73.958527,40.717041
-73.984138,40.780422
-73.972031,40.765141
-73.981583,40.752502
-73.975121,40.744473
-73.962349,40.770523
-73.995796,40.733093
-73.996445,40.744423
-73.993393,40.720257
-73.942711,40.746937
-73.984962,40.670849
-74.009491,40.710361
-73.945877,40.778095
-74.004234,40.742401
-73.972031,40.760246
-73.967247,40.766624
-73.975891,40.758774
-74.001099,40.73164
-73.946579,40.772484
-73.958481,40.759663
-73.987564,40.775764
-73.965836,40.754459
-73.937416,40.797432
-73.984894,40.686993
-73.992889,40.75819
-73.968185,40.763897
-74.005432,40.740753
-73.989983,40.753716
-74.013252,40.702106
-74.001205,40.731735
-73.993347,40.734989
-73.970963,40.798328
-73.997269,40.744804
-73.982071,40.758339
-73.97551,40.765369
-74.013168,40.702389
-73.970245,40.769787
-73.984612,40.754333
-73.981873,40.774441
-73.991737,40.759182
-73.967957,40.755512
-74.007309,40.714745
-73.99321,40.727139
-73.991165,40.723476
-73.977036,40.758183
-73.980217,40.760864
-73.786987,40.64159
-73.97892,40.762669
-73.95874,40.774899
0.0,0.0
0.0,0.0
-74.004677,40.721302
-73.953751,40.784889
-73.983299,40.771091
-73.98085,40.759392
-73.984718,40.756012
-73.971466,40.758797
-73.984192,40.728554
-73.98848,40.764191
-73.990349,40.761761
-73.999741,40.76162
-73.874596,40.774075
-74.005203,40.751236
-73.972176,40.757351
-73.981094,40.758312
-73.96225,40.795147
-73.980049,40.759674
-73.993958,40.756462
-73.862473,40.768658
-73.872986,40.773994
-73.980812,40.741821
-73.976196,40.76115
-73.980942,40.721172
-73.988426,40.743206
-73.985451,40.763294
-74.009407,40.724068
-73.9869,40.725311
-73.943886,40.776184
-73.985161,40.763901
-74.001038,40.73653
-73.981247,40.766968
-74.002808,40.739498
-73.968147,40.800713
-74.000351,40.728977
-73.990829,40.73933
-73.995529,40.749878
-73.988831,40.736439
-73.962868,40.763264
-73.983704,40.757454
-73.955727,40.768013
-73.978859,40.76511
-73.953583,40.782261
-73.999809,40.7384
-73.986923,40.756012
-73.98558,40.752865
-73.984856,40.763748
-73.955986,40.77898
-73.983376,40.730057
-73.996712,40.720184
-74.003975,40.747608
-74.016052,40.706287
-73.973213,40.752235
-74.004852,40.751965
-74.012405,40.702576
-73.978653,40.765144
-73.962288,40.779045
-73.788261,40.644993
-73.980904,40.753448
-73.984512,40.754299
-73.950348,40.77557
-73.99501,40.749481
-73.98214,40.778713
-73.980522,40.780277
-73.991142,40.733421
-73.989548,40.72319
-73.979286,40.75256
-73.947746,40.77618
-74.00605,40.739941
-73.980675,40.759602
-74.006012,40.735905
-73.982216,40.775249
-74.00605,40.740387
-73.983864,40.765232
-73.986374,40.732113
-73.997047,40.722313
-74.001541,40.739426
-74.002701,40.74456
0.0,0.0
-73.960632,40.775505
-73.984863,40.748238
-73.988617,40.748707
-73.980019,40.767361
-73.997894,40.72263
-73.963463,40.757824
-73.988579,40.72715
-73.988289,40.720043
-73.982918,40.730579
-73.945419,40.81358
-73.99527,40.749786
-73.983406,40.677521
-74.002899,40.733299
-74.000282,40.737144
-73.776413,40.645069
-73.992043,40.741825
-73.966057,40.804817
-73.991112,40.727776
-73.989418,40.729984
-73.996956,40.680359
-73.978241,40.729565
-73.978989,40.740566
-73.987885,40.732662
-73.994072,40.726723
-73.967781,40.802845
-74.002876,40.733253
-73.981537,40.77277
-73.990906,40.734871
-73.987175,40.771046
-74.002052,40.741344
-73.971573,40.755936
-73.976089,40.76564
-73.977295,40.784458
-73.991661,40.759743
-73.979073,40.728195
-73.980759,40.774734
-73.982628,40.723183
-73.988556,40.670319
-74.00251,40.750107
-73.979233,40.760899
-73.975761,40.781528
-73.979073,40.755276
-73.985565,40.744308
-73.948036,40.824673
-73.99543,40.739098
-73.987869,40.764824
-73.971237,40.756317
-73.968773,40.761024
-73.974525,40.75177
-74.005936,40.736095
-73.973801,40.764633
-73.959511,40.767548
-73.990738,40.760883
-73.946404,40.785362
-73.983856,40.770535
-73.992859,40.758064
-73.968285,40.762428
-73.978294,40.762112
-73.965805,40.762806
-73.997147,40.725307
-74.007645,40.74332
-73.986801,40.72588
-73.996086,40.741295
-73.944504,40.806271
-73.958794,40.760044
-73.957619,40.722168
-73.786858,40.641247
-73.981033,40.736515
-73.95575,40.768002
-73.981239,40.741325
-73.990822,40.756157
-73.947037,40.821693
-73.870888,40.773911
-73.978523,40.746109
-73.996246,40.72583
-74.008621,40.714046
-73.982849,40.779129
-73.984566,40.742699
-73.979279,40.760586
-73.986259,40.778809
-73.947006,40.78019
-73.872856,40.774071
-74.004562,40.742226
-73.972687,40.743538
-73.99334,40.742012
-73.99353,40.757004
-73.990257,40.757282
-73.782135,40.644791
-73.997643,40.744995
-74.011482,40.707588
-73.988373,40.723347
-73.984924,40.742367
-73.991867,40.729374
-73.997406,40.725773
-73.978752,40.753559
-73.983955,40.755783
-74.002106,40.733776
-73.87278,40.77422
-74.006905,40.715157
-73.973686,40.753811
0.0,0.0
-73.968605,40.763954
-73.991432,40.750465
-73.786865,40.641613
-74.001816,40.750935
-73.98938,40.762783
-73.966072,40.768784
-73.989647,40.738625
-73.978859,40.760571
-74.008842,40.72591
-73.987183,40.761127
-73.969101,40.754311
-73.967171,40.761848
-73.968391,40.753651
-73.979439,40.760582
-73.876129,40.773384
-73.973442,40.763634
-73.985893,40.722221
-73.97998,40.75153
-73.997856,40.722694
-73.953209,40.772587
-73.997169,40.747047
-73.982491,40.758881
-73.984337,40.724941
-73.999893,40.743351
-73.993156,40.757771
-73.955605,40.776905
-73.932053,40.707672
0.0,0.0
-74.000481,40.737293
-73.982674,40.766983
-73.98922,40.739738
-74.003044,40.733036
-73.980614,40.779697
-73.958046,40.670807
-73.982079,40.766209
-73.97834,40.766251
-73.985657,40.74691
-74.002373,40.749401
-73.982742,40.756012
-73.952629,40.776672
-73.989388,40.767948
-73.986359,40.747478
-73.981506,40.732735
-73.994644,40.745281
-73.994881,40.760231
-73.991219,40.739052
-73.990517,40.723396
-73.994293,40.752651
-73.99231,40.758904
-73.984955,40.767677
-74.002365,40.726589
-73.992615,40.750027
-73.975586,40.759594
-73.977455,40.772694
-73.981491,40.773876
-74.008255,40.702541
-73.986084,40.752014
-73.96682,40.761242
-73.98848,40.723389
-74.166153,40.712555
-73.989517,40.733452
-73.988037,40.73201
-73.978249,40.761623
-73.981049,40.720764
-73.980598,40.759933
-73.980278,40.760384
-73.973137,40.764267
-73.96936,40.760674
-74.00457,40.721458
-73.98851,40.731396
-73.976234,40.752235
-73.994675,40.718666
-73.971321,40.755039
-73.997841,40.72443
-73.974327,40.756809
-73.99884,40.745426
-73.950676,40.771076
-73.973289,40.782681
-73.985222,40.727596
-73.980461,40.754086
-73.977898,40.783745
-73.982117,40.775463
-73.956108,40.719414
-73.988159,40.720791
-73.995499,40.75433
-73.997414,40.725819
-73.995033,40.755169
-73.990128,40.719398
-73.776688,40.645279
-74.003204,40.733589
-73.984261,40.72102
-73.982613,40.75708
-73.996796,40.715202
-73.986595,40.766571
-73.970367,40.76392
-73.967506,40.793293
-73.986717,40.743893
-73.976814,40.745197
-73.979462,40.746906
-73.986809,40.766804
-73.992531,40.768246
0.0,0.0
-73.964783,40.772694
-73.954544,40.773125
-73.961884,40.764118
-73.988274,40.764236
-73.999939,40.736958
-74.005615,40.740437
-74.000282,40.728828
-73.983185,40.744305
-73.987885,40.719982
-73.870804,40.77375
-73.777328,40.644798
-73.994301,40.74926
-73.982841,40.766495
-73.977493,40.779312
-73.990723,40.733959
-74.000725,40.742184
-73.967117,40.756786
-73.977684,40.783863
-74.004044,40.740425
-73.981529,40.780472
-73.776741,40.645287
-73.967438,40.760056
-73.983368,40.756012
-73.987244,40.74369
-73.975159,40.761662
-73.982079,40.740189
-73.998192,40.732708
-73.994438,40.749283
-73.871025,40.773895
-73.789612,40.646893
-73.978668,40.764935
-73.953835,40.774792
-73.990303,40.731438
-73.967827,40.762615
-73.870926,40.773811
-73.789154,40.643341
-73.989494,40.734303
-74.002037,40.739647
-73.986786,40.74575
-73.991531,40.739532
-73.991959,40.725407
-73.955727,40.776188
